time,voltage,current
0.0,5.0,0.22
0.10101010101010101,5.050419210129053,0.2198980563171366
0.20202020202020202,5.1003244282613425,0.219593264519994
0.30303030303030304,5.1492069022238205,0.2190887317684029
0.40404040404040403,5.196568306074165,0.21838960145504557
0.5050505050505051,5.241925820218968,0.21750300077181647
0.6060606060606061,5.284817053454483,0.2164379680526034
0.7070707070707071,5.324804756752854,0.21520536063318302
0.8080808080808081,5.3614812807397305,0.21381774416754135
0.9090909090909091,5.394472731422129,0.21228926452896935
1.0101010101010102,5.423442781801492,0.2106355036018208
1.1111111111111112,5.448096100514978,0.20887332043404458
1.2121212121212122,5.4681813625521425,0.207020679369841
1.3131313131313131,5.483493811354649,0.205096466914521
1.4141414141414141,5.493877346180042,0.20312029919851518
1.5151515151515151,5.499226113450195,0.20111232200331614
1.6161616161616161,5.499485585861678,0.19909300538796232
1.7171717171717171,5.49465311825717,0.1970829350097173
1.8181818181818181,5.484777974591162,0.19510260226629844
1.9191919191919191,5.469960825715066,0.19317219539902158
2.0202020202020203,5.450352723101478,0.1913113936864343
2.121212121212121,5.426153558969838,0.18953916682650251
2.2222222222222223,5.397610028511525,0.18787358155252332
2.323232323232323,5.365013114988223,0.18633161745419194
2.4242424242424243,5.3286951233413875,0.18492899388141112
2.525252525252525,5.289026292553286,0.18368000969544887
2.6262626262626263,5.2464110212944615,0.1825973975010807
2.727272727272727,5.201283745334749,0.1816921938457273
2.8282828282828283,5.154104508745038,0.18097362670882544
2.929292929292929,5.105354274038596,0.1804490214284072
3.0303030303030303,5.055530019062065,0.18012372602390614
3.131313131313131,5.0051396706202675,0.18000105667647753
3.2323232323232323,4.9546969264832965,0.18008226392262655
3.3333333333333335,4.904716018562257,0.18036651990577843
3.4343434343434343,4.855706470639784,0.18085092681575332
3.5353535353535355,4.808167904096944,0.1815305464301105
3.6363636363636362,4.76258494458888,0.18239845045620653
3.7373737373737375,4.719422281592399,0.1834457911607623
3.8383838383838382,4.679119931190306,0.1846618915669142
3.9393939393939394,4.642088750385405,0.1860343542992488
4.040404040404041,4.608706248672899,0.1875491879672134
4.141414141414141,4.5793127395695645,0.1891909497985042
4.242424242424242,4.55420787133243,0.19094290306837458
4.343434343434343,4.533647572234083,0.19278718771997105
4.444444444444445,4.5178414415356105,0.19470500243633035
4.545454545454545,4.506950612754535,0.19667679630792895
4.646464646464646,4.501086111010394,0.19868246814185508
4.747474747474747,4.500307721193782,0.2007015713807721
4.848484848484849,4.504623378497161,0.2027135225426544
4.94949494949495,4.513989087520583,0.20469781105638357
5.05050505050505,4.528309370777,0.20663420835406432
5.151515151515151,4.547438242024931,0.20850297408849547
5.252525252525253,4.5711806945059745,0.21028505737353925
5.353535353535354,4.599294688915515,0.21196229099587108
5.454545454545454,4.631493620840543,0.2135175766182426
5.555555555555555,4.667449242510589,0.21493505908622898
5.656565656565657,4.706795009076383,0.21620028806151206
5.757575757575758,4.749129815303045,0.21730036533395133
5.858585858585858,4.794022084584569,0.21822407631068808
5.959595959595959,4.841014168594691,0.2189620043418353
6.0606060606060606,4.889627012722468,0.2195066267172747
6.161616161616162,4.939365039731417,0.21985239135593404
6.262626262626262,4.98972120185637,0.21999577340574644
6.363636363636363,5.0401821498351405,0.21993531117729048
6.4646464646464645,5.0902334661799555,0.21967162104479043
6.565656565656566,5.139364909338779,0.2192073911625705
6.666666666666667,5.18707561528561,0.21854735406101952
6.767676767676767,5.232879203512826,0.21769823840143337
6.8686868686868685,5.2763087353732026,0.2166687003815636
6.96969696969697,5.316921474224453,0.2154692354911495
7.070707070707071,5.354303398849609,0.21411207151703052
7.171717171717171,5.3880734241417905,0.21261104388858376
7.2727272727272725,5.417887286026129,0.2109814546342616
7.373737373737374,5.443441051014539,0.20923991638707803
7.474747474747475,5.464474214615626,0.20740418302930963
7.575757575757575,5.480772357013412,0.20549296870288097
7.6767676767676765,5.492169328941912,0.2035257570305098
7.777777777777778,5.498548945471938,0.20152260249248144
7.878787878787879,5.499846170443056,0.19950392598389105
7.979797979797979,5.496047779466162,0.19749030663651818
8.080808080808081,5.4871924947377675,0.1955022720275784
8.181818181818182,5.473370590291677,0.19356008891404125
8.282828282828282,5.454722971712231,0.19168355662584566
8.383838383838384,5.431439739690892,0.18989180522423868
8.484848484848484,5.403758252069781,0.18820310048288585
8.585858585858587,5.371960704128422,0.18663465767984744
8.686868686868687,5.336371251781133,0.18520246609869367
8.787878787878787,5.297352707012249,0.1839211260278594
8.88888888888889,5.2553028392371415,0.18280369991992676
8.98989898989899,5.210650320294303,0.18186157922817284
9.09090909090909,5.16385035440675,0.18110436827789947
9.191919191919192,5.115380037662526,0.18053978635640425
9.292929292929292,5.06573349432148,0.1801735890197227
9.393939393939394,5.0154168395305705,0.1800095094183704
9.494949494949495,4.9649430197996764,0.18004922024023184
9.595959595959595,4.914826583835952,0.18029231665856402
9.696969696969697,4.865578437044808,0.18073632045894936
9.797979797979798,4.8177006331720555,0.1813767053031262
9.8989898989899,4.771681256183113,0.18220694287214798
10.0,4.727989444555315,0.18321856941847095
